"","host_acceptance_rate","host_identity_verified","property_type","host_response_time","number_of_reviews","review_scores_cleanliness","availability_365","review_scores_location","review_scores_value","bathrooms_text","price","neighbourhood_cleansed","room_type","accommodates","beds","minimum_nights","maximum_nights","has_availability","review_scores_checkin","review_scores_communication"
"167","100%",TRUE,"Private room in serviced apartment","within an hour",200,4.99,179,4.96,4.98,1,750,"Benito Juárez","Private room",2,1,1,60,TRUE,4.98,4.98
"168","81%",TRUE,"Entire condo","within a few hours",1,5,250,5,5,1.5,4938,"Cuauhtémoc","Entire home/apt",4,3,3,30,TRUE,5,5
"169","81%",TRUE,"Entire condo","within a few hours",1,5,238,3,4,1.5,3731,"Cuauhtémoc","Entire home/apt",2,2,3,21,TRUE,4,4
"170","100%",TRUE,"Entire rental unit","N/A",66,4.73,88,4.76,4.83,1,914,"Cuauhtémoc","Entire home/apt",2,1,3,30,TRUE,4.83,4.83
"171","81%",TRUE,"Entire condo","within a few hours",4,5,251,5,5,2.5,5809,"Cuauhtémoc","Entire home/apt",4,4,3,30,TRUE,5,5
"172","100%",TRUE,"Entire rental unit","within an hour",191,4.63,358,4.73,4.72,1,1362,"Cuauhtémoc","Entire home/apt",4,2,2,365,TRUE,4.72,4.72
"173","99%",TRUE,"Entire rental unit","within an hour",238,4.89,159,4.96,4.82,1.5,1232,"Cuauhtémoc","Entire home/apt",4,2,2,364,TRUE,4.82,4.82
"174","91%",TRUE,"Private room in home","within a day",16,4.94,0,5,4.75,1,246,"Benito Juárez","Private room",1,1,28,1125,TRUE,4.75,4.75
"175","0%",FALSE,"Shared room in rental unit","N/A",0,4.75,365,4.83,4.71,1,1815,"Cuauhtémoc","Shared room",2,1,1,1125,TRUE,4.71,4.71
"176","100%",TRUE,"Private room in guest suite","within a few hours",53,4.92,172,4.98,4.89,1,349,"Benito Juárez","Private room",1,1,2,1125,TRUE,4.89,4.89
"177","100%",TRUE,"Entire rental unit","within an hour",285,4.83,325,4.94,4.76,1,1989,"Cuauhtémoc","Entire home/apt",3,1,3,1125,TRUE,4.76,4.76
"178","N/A",TRUE,"Private room in condo","N/A",3,5,365,4.67,4.67,1,549,"Iztapalapa","Private room",2,1,30,30,TRUE,4.67,4.67
"179","93%",TRUE,"Entire rental unit","within an hour",119,4.85,75,4.6,4.82,1,980,"Venustiano Carranza","Entire home/apt",2,1,3,1000,TRUE,4.82,4.82
"180","64%",TRUE,"Entire rental unit","within an hour",54,4.92,350,4.96,4.88,2,800,"Benito Juárez","Entire home/apt",4,3,1,1125,TRUE,4.88,4.88
"181","98%",TRUE,"Entire rental unit","within an hour",316,4.89,153,4.9,4.84,1,1943,"Cuauhtémoc","Entire home/apt",2,1,3,1125,TRUE,4.84,4.84
"182","0%",TRUE,"Entire home","within a day",22,4.91,332,5,4.95,2.5,5999,"Álvaro Obregón","Entire home/apt",4,2,4,21,TRUE,4.95,4.95
"183","0%",FALSE,"Private room in rental unit","a few days or more",0,4.75,365,4.83,4.71,1,650,"Cuauhtémoc","Private room",1,NA,3,7,TRUE,4.71,4.71
"184","N/A",FALSE,"Private room in condo","N/A",0,4.75,364,4.83,4.71,1,1500,"Cuauhtémoc","Private room",2,1,2,365,TRUE,4.71,4.71
"185","75%",TRUE,"Entire rental unit","within a few hours",97,4.84,337,4.83,4.72,2.5,9059,"Miguel Hidalgo","Entire home/apt",8,3,5,1125,TRUE,4.72,4.72
"186","0%",TRUE,"Private room in condo","N/A",1,5,193,5,3,1,508,"Miguel Hidalgo","Private room",1,1,5,180,TRUE,3,3
"187","94%",TRUE,"Room in boutique hotel","within an hour",25,5,365,4.92,4.92,1,2900,"Álvaro Obregón","Hotel room",2,1,1,90,TRUE,4.92,4.92
"188","98%",TRUE,"Entire rental unit","within an hour",304,4.91,137,4.94,4.87,1,1757,"Cuauhtémoc","Entire home/apt",3,2,3,1125,TRUE,4.87,4.87
"189","100%",TRUE,"Entire condo","within an hour",37,4.92,134,4.78,4.92,1,788,"Benito Juárez","Entire home/apt",2,1,3,1125,TRUE,4.92,4.92
"190","99%",TRUE,"Entire condo","within an hour",34,4.94,149,4.91,4.85,1,1180,"Cuauhtémoc","Entire home/apt",3,1,1,1125,TRUE,4.85,4.85
"191","0%",FALSE,"Private room in rental unit","N/A",0,4.75,365,4.83,4.71,1,1171,"Cuauhtémoc","Private room",1,1,1,1125,TRUE,4.71,4.71
"192","100%",TRUE,"Entire home","within an hour",85,4.51,355,4.59,4.48,3,826,"Venustiano Carranza","Entire home/apt",10,6,2,1125,TRUE,4.48,4.48
"193","90%",TRUE,"Entire condo","within an hour",263,4.7,322,4.92,4.76,2,1000,"Cuauhtémoc","Entire home/apt",6,3,6,180,TRUE,4.76,4.76
"194","20%",TRUE,"Entire condo","within a day",19,4.68,363,4.84,4.63,1,1280,"Miguel Hidalgo","Entire home/apt",1,1,3,1125,TRUE,4.63,4.63
"195","90%",TRUE,"Entire rental unit","within an hour",146,4.54,364,4.73,4.61,1,1130,"Miguel Hidalgo","Entire home/apt",4,2,30,1125,TRUE,4.61,4.61
"196","N/A",TRUE,"Entire loft","N/A",297,4.93,312,4.98,4.82,1,1870,"Cuauhtémoc","Entire home/apt",2,1,2,1125,TRUE,4.82,4.82
"197","86%",TRUE,"Private room in guest suite","within a day",24,5,292,5,5,1,1300,"Coyoacán","Private room",2,1,1,365,TRUE,5,5
"198","100%",FALSE,"Entire rental unit","within an hour",120,4.8,248,4.95,4.7,1,988,"Cuauhtémoc","Entire home/apt",3,1,3,1125,TRUE,4.7,4.7
"199","97%",TRUE,"Entire loft","within an hour",121,4.94,136,4.93,4.94,1.5,1997,"Cuauhtémoc","Entire home/apt",2,1,3,180,TRUE,4.94,4.94
"200","86%",TRUE,"Private room in guest suite","within a day",56,5,328,4.98,4.87,1,1300,"Coyoacán","Private room",2,1,1,365,TRUE,4.87,4.87
"201","89%",TRUE,"Entire rental unit","within an hour",83,4.96,174,4.87,4.91,1,775,"Cuauhtémoc","Entire home/apt",2,1,3,360,TRUE,4.91,4.91
"202","100%",TRUE,"Private room in rental unit","within an hour",25,4.8,262,5,4.96,3,500,"Benito Juárez","Private room",1,1,2,1125,TRUE,4.96,4.96
"203","94%",TRUE,"Entire condo","within a few hours",37,4.84,51,4.75,4.78,1,869,"Cuauhtémoc","Entire home/apt",2,1,5,1125,TRUE,4.78,4.78
"204","94%",TRUE,"Private room in bed and breakfast","within an hour",33,4.97,365,4.97,4.88,1,2200,"Álvaro Obregón","Private room",2,1,1,90,TRUE,4.88,4.88
"205","100%",TRUE,"Private room in rental unit","within an hour",216,4.94,274,4.9,4.93,1,600,"Miguel Hidalgo","Private room",2,1,7,1125,TRUE,4.93,4.93
"206","94%",TRUE,"Room in boutique hotel","within an hour",44,4.95,355,4.95,4.84,1,1800,"Álvaro Obregón","Hotel room",2,1,1,90,TRUE,4.84,4.84
"207","100%",FALSE,"Private room in home","N/A",6,5,363,4.6,4.8,1,1372,"Benito Juárez","Private room",2,1,2,30,TRUE,4.8,4.8
"208","100%",TRUE,"Entire condo","within an hour",338,4.71,134,4.9,4.65,2,1000,"Cuauhtémoc","Entire home/apt",6,4,2,59,TRUE,4.65,4.65
"209","100%",TRUE,"Entire loft","within an hour",45,4.93,302,5,4.95,2.5,1499,"Benito Juárez","Entire home/apt",4,2,2,1125,TRUE,4.95,4.95
"210","100%",TRUE,"Entire rental unit","within an hour",98,4.84,80,4.94,4.79,2,3670,"Cuajimalpa de Morelos","Entire home/apt",6,5,3,1125,TRUE,4.79,4.79
"211","92%",TRUE,"Entire condo","within a few hours",50,4.98,361,4.65,4.79,1,836,"Miguel Hidalgo","Entire home/apt",4,3,2,365,TRUE,4.79,4.79
"212","20%",TRUE,"Entire rental unit","within a few hours",8,4.83,240,5,5,1,1180,"Cuauhtémoc","Entire home/apt",2,2,30,365,TRUE,5,5
"213","100%",TRUE,"Entire rental unit","N/A",94,4.9,362,4.88,4.85,2,1000,"Benito Juárez","Entire home/apt",4,3,5,1125,TRUE,4.85,4.85
"214","99%",TRUE,"Entire condo","within an hour",301,4.79,259,4.78,4.83,2,1955,"Cuauhtémoc","Entire home/apt",4,2,2,90,TRUE,4.83,4.83
"215","99%",TRUE,"Room in serviced apartment","within an hour",4,5,74,5,4.75,1,908,"Cuauhtémoc","Hotel room",4,3,2,1125,TRUE,4.75,4.75
"216","99%",TRUE,"Entire serviced apartment","within an hour",37,4.69,347,4.68,4.51,1,726,"Cuauhtémoc","Entire home/apt",2,1,1,1125,TRUE,4.51,4.51
"217","N/A",TRUE,"Entire condo","within a day",8,4.86,210,4,4.67,3,1190,"Cuajimalpa de Morelos","Entire home/apt",4,2,2,90,TRUE,4.67,4.67
"218","97%",TRUE,"Entire home","within a few hours",1,5,364,4,5,2,872,"Coyoacán","Entire home/apt",2,2,7,1125,TRUE,5,5
"219","90%",TRUE,"Private room in rental unit","within an hour",15,4.93,302,5,4.87,1,960,"Miguel Hidalgo","Private room",2,1,10,1125,TRUE,4.87,4.87
"220","0%",TRUE,"Private room in rental unit","N/A",3,5,363,5,5,1,508,"Cuauhtémoc","Private room",1,1,1,1125,TRUE,5,5
"221","N/A",FALSE,"Private room in rental unit","N/A",0,4.75,365,4.83,4.71,1,3658,"Cuauhtémoc","Private room",2,1,1,1125,TRUE,4.71,4.71
"222","0%",TRUE,"Entire rental unit","within a day",3,5,222,5,5,1.5,800,"Benito Juárez","Entire home/apt",4,4,15,1125,TRUE,5,5
"223","100%",TRUE,"Entire serviced apartment","N/A",9,4.67,0,4,4.22,1,884,"Miguel Hidalgo","Entire home/apt",4,2,3,1125,TRUE,4.22,4.22
"224","100%",TRUE,"Entire bungalow","within an hour",92,4.77,316,4.92,4.71,1,793,"Coyoacán","Entire home/apt",2,2,3,1125,TRUE,4.71,4.71
"225","93%",TRUE,"Entire rental unit","within an hour",106,4.91,58,4.88,4.68,1,2212,"Cuauhtémoc","Entire home/apt",4,2,20,1125,TRUE,4.68,4.68
"226","92%",TRUE,"Private room in rental unit","within a few hours",15,4.8,132,5,5,1,578,"Cuauhtémoc","Private room",2,1,2,15,TRUE,5,5
"227","44%",TRUE,"Private room in home","within a day",1,5,365,5,5,1,11807,"Coyoacán","Private room",1,1,1,1125,TRUE,5,5
"228","50%",TRUE,"Entire rental unit","within a few hours",1,5,58,5,5,1.5,1100,"Cuauhtémoc","Entire home/apt",2,1,4,1125,TRUE,5,5
"229","0%",TRUE,"Entire rental unit","N/A",54,4.85,71,4.71,4.88,1,732,"Benito Juárez","Entire home/apt",4,2,3,90,TRUE,4.88,4.88
"230","93%",TRUE,"Private room in home","within a few hours",13,4.85,365,5,4.85,1,545,"Álvaro Obregón","Private room",2,1,1,1125,TRUE,4.85,4.85
"231","93%",TRUE,"Entire rental unit","within an hour",21,4.86,313,4.95,4.86,1,1452,"Cuauhtémoc","Entire home/apt",3,2,21,365,TRUE,4.86,4.86
"232","47%",TRUE,"Private room in rental unit","within an hour",85,4.93,316,4.93,4.78,1,450,"Cuauhtémoc","Private room",2,1,2,180,TRUE,4.78,4.78
"233","47%",TRUE,"Private room in rental unit","within an hour",142,4.75,333,4.86,4.72,1,350,"Cuauhtémoc","Private room",2,1,2,1125,TRUE,4.72,4.72
"234","94%",FALSE,"Entire rental unit","within an hour",89,4.7,356,4.96,4.61,1,1149,"Miguel Hidalgo","Entire home/apt",2,1,2,1125,TRUE,4.61,4.61
"235","100%",TRUE,"Entire loft","within an hour",239,4.78,160,4.92,4.7,1,1927,"Cuauhtémoc","Entire home/apt",3,2,4,1125,TRUE,4.7,4.7
"236","90%",TRUE,"Entire condo","within an hour",171,4.84,50,4.95,4.86,1,908,"Cuauhtémoc","Entire home/apt",2,1,4,120,TRUE,4.86,4.86
"237","94%",FALSE,"Entire rental unit","within an hour",43,4.78,334,4.85,4.54,1,1191,"Miguel Hidalgo","Entire home/apt",2,1,2,1125,TRUE,4.54,4.54
"238","N/A",FALSE,"Private room in home","a few days or more",3,5,365,5,5,2,376,"Tlalpan","Private room",1,2,1,1125,TRUE,5,5
"239","94%",FALSE,"Entire rental unit","within an hour",34,4.91,365,4.88,4.53,1,1093,"Miguel Hidalgo","Entire home/apt",2,1,2,1125,TRUE,4.53,4.53
"240","94%",FALSE,"Entire rental unit","within an hour",28,4.57,359,4.82,4.46,2,1278,"Miguel Hidalgo","Entire home/apt",4,2,2,1125,TRUE,4.46,4.46
"241","94%",FALSE,"Entire rental unit","within an hour",29,4.93,362,4.93,4.79,1,1093,"Miguel Hidalgo","Entire home/apt",2,1,2,1125,TRUE,4.79,4.79
"242","94%",FALSE,"Entire rental unit","within an hour",55,4.85,183,4.71,4.6,1,1581,"Miguel Hidalgo","Entire home/apt",7,4,2,1125,TRUE,4.6,4.6
"243","94%",TRUE,"Room in boutique hotel","within an hour",41,4.88,365,4.88,4.8,1,1800,"Álvaro Obregón","Private room",2,1,1,90,TRUE,4.8,4.8
"244","75%",TRUE,"Casa particular","N/A",4,5,358,5,4.5,1,732,"Coyoacán","Entire home/apt",2,3,28,1125,TRUE,4.5,4.5
"245","100%",TRUE,"Private room in home","N/A",2,5,346,5,5,1,549,"Tlalpan","Private room",2,1,3,1125,TRUE,5,5
"246","100%",TRUE,"Entire guest suite","within an hour",252,4.8,365,4.95,4.7,1,545,"Cuauhtémoc","Entire home/apt",2,1,1,1125,TRUE,4.7,4.7
"247","100%",TRUE,"Entire rental unit","within an hour",150,4.98,315,4.92,4.86,1.5,1258,"Miguel Hidalgo","Entire home/apt",3,1,2,1125,TRUE,4.86,4.86
"248","100%",TRUE,"Entire rental unit","within an hour",34,4.94,256,4.91,4.79,1,750,"Miguel Hidalgo","Entire home/apt",2,1,7,1125,TRUE,4.79,4.79
"249","40%",TRUE,"Entire serviced apartment","within a day",1,1,87,1,1,2,1705,"Cuauhtémoc","Entire home/apt",4,2,2,365,TRUE,1,1
"250","67%",TRUE,"Private room in rental unit","within a few hours",27,4.27,365,4.96,4.84,1,700,"Miguel Hidalgo","Private room",3,1,1,1125,TRUE,4.84,4.84
"251","100%",TRUE,"Entire loft","within an hour",589,4.93,84,4.97,4.87,1,1866,"Miguel Hidalgo","Entire home/apt",4,2,1,1125,TRUE,4.87,4.87
"252","N/A",TRUE,"Private room in rental unit","within a day",1,5,180,4,5,1,880,"Cuajimalpa de Morelos","Private room",2,1,3,30,TRUE,5,5
"253","0%",TRUE,"Private room in home","N/A",0,4.75,173,4.83,4.71,1,2952,"Miguel Hidalgo","Private room",2,1,2,8,TRUE,4.71,4.71
"254","0%",TRUE,"Entire rental unit","N/A",23,4.74,0,4.7,4.96,2,817,"Benito Juárez","Entire home/apt",2,2,5,365,TRUE,4.96,4.96
"255","50%",TRUE,"Entire rental unit","within an hour",57,4.86,272,4.96,4.86,2,1829,"Cuauhtémoc","Entire home/apt",4,2,4,45,TRUE,4.86,4.86
"256","13%",TRUE,"Entire rental unit","within a day",106,4.69,88,4.87,4.6,1,1372,"Cuauhtémoc","Entire home/apt",6,3,2,90,TRUE,4.6,4.6
"257","100%",TRUE,"Entire loft","within a few hours",88,4.84,123,4.85,4.85,1,635,"Miguel Hidalgo","Entire home/apt",4,2,3,1125,TRUE,4.85,4.85
"258","100%",TRUE,"Entire rental unit","within an hour",341,4.9,255,4.99,4.93,1,1826,"Cuauhtémoc","Entire home/apt",4,2,4,90,TRUE,4.93,4.93
"259","94%",FALSE,"Entire rental unit","within an hour",41,4.98,337,4.83,4.78,1,1072,"Miguel Hidalgo","Entire home/apt",2,1,2,1125,TRUE,4.78,4.78
"260","92%",TRUE,"Private room in rental unit","within an hour",124,4.87,343,4.89,4.75,1.5,714,"Miguel Hidalgo","Private room",2,1,21,1125,TRUE,4.75,4.75
"261","93%",TRUE,"Entire rental unit","within a few hours",244,4.84,54,4.99,4.71,1,1374,"Miguel Hidalgo","Entire home/apt",4,2,2,1125,TRUE,4.71,4.71
"262","N/A",TRUE,"Private room in home","N/A",0,4.75,365,4.83,4.71,2.5,287,"Tlalpan","Private room",1,1,30,365,TRUE,4.71,4.71
"263","100%",TRUE,"Private room in home","within an hour",50,4.94,221,4.76,4.94,2,830,"Miguel Hidalgo","Private room",6,5,2,365,TRUE,4.94,4.94
"264","100%",TRUE,"Entire condo","within an hour",170,4.94,237,4.96,4.93,2,1850,"Cuauhtémoc","Entire home/apt",4,3,3,1125,TRUE,4.93,4.93
"265","100%",TRUE,"Entire condo","within an hour",28,4.96,57,4.86,4.89,1,800,"Miguel Hidalgo","Entire home/apt",2,1,4,1125,TRUE,4.89,4.89
"266","N/A",FALSE,"Entire rental unit","within a day",45,4.89,352,5,4.91,1,1097,"Coyoacán","Entire home/apt",4,3,2,1125,TRUE,4.91,4.91
"267","88%",TRUE,"Entire rental unit","within an hour",75,4.92,26,4.91,4.89,1,799,"Benito Juárez","Entire home/apt",2,1,4,1125,TRUE,4.89,4.89
"268","100%",TRUE,"Entire condo","within an hour",45,4.87,203,4.96,4.86,2,1388,"Cuauhtémoc","Entire home/apt",6,2,2,30,TRUE,4.86,4.86
"269","N/A",FALSE,"Entire loft","within a day",13,5,326,5,4.92,1,1434,"Coyoacán","Entire home/apt",3,2,2,1125,TRUE,4.92,4.92
"270","N/A",TRUE,"Entire rental unit","N/A",0,4.75,0,4.83,4.71,2.5,2165,"Miguel Hidalgo","Entire home/apt",6,3,7,1125,TRUE,4.71,4.71
"271","0%",TRUE,"Entire rental unit","within a day",21,5,364,4.95,4.95,1,2542,"Miguel Hidalgo","Entire home/apt",3,2,3,30,TRUE,4.95,4.95
"272","0%",TRUE,"Entire rental unit","within a few hours",103,4.83,354,4.99,4.83,2,2887,"Cuauhtémoc","Entire home/apt",4,2,1,360,TRUE,4.83,4.83
"273","94%",FALSE,"Entire loft","within an hour",39,4.97,362,4.95,4.9,1,782,"Miguel Hidalgo","Entire home/apt",1,1,2,1125,TRUE,4.9,4.9
"274","100%",TRUE,"Entire condo","within an hour",161,4.98,79,4.94,4.86,2.5,3034,"Cuauhtémoc","Entire home/apt",8,6,5,1125,TRUE,4.86,4.86
"275","60%",TRUE,"Private room in guesthouse","within a few hours",1,5,57,5,5,1,600,"Cuauhtémoc","Private room",1,1,2,1125,TRUE,5,5
"276","100%",TRUE,"Entire home","within an hour",308,4.91,258,4.88,4.87,1,990,"Coyoacán","Entire home/apt",2,1,1,1125,TRUE,4.87,4.87
"277","75%",TRUE,"Private room in rental unit","N/A",0,4.75,362,4.83,4.71,1,450,"Benito Juárez","Private room",2,1,15,90,TRUE,4.71,4.71
"278","N/A",TRUE,"Entire rental unit","within a day",15,4.5,267,4.92,4.67,2,1500,"Cuauhtémoc","Entire home/apt",4,2,89,180,TRUE,4.67,4.67
"279","43%",TRUE,"Private room in home","within a day",6,4.67,145,3.83,4.67,1.5,428,"Tlalpan","Private room",1,1,6,1125,TRUE,4.67,4.67
"280","83%",TRUE,"Private room in rental unit","N/A",26,4.68,180,4.92,4.79,1,545,"Coyoacán","Private room",1,1,3,1125,TRUE,4.79,4.79
"281","92%",TRUE,"Entire rental unit","within an hour",111,4.8,362,4.93,4.72,2,3128,"Cuajimalpa de Morelos","Entire home/apt",5,3,1,1125,TRUE,4.72,4.72
"282","100%",TRUE,"Entire rental unit","within an hour",8,5,315,4.75,4.88,1,782,"Cuauhtémoc","Entire home/apt",2,1,3,1125,TRUE,4.88,4.88
"283","20%",TRUE,"Private room in rental unit","within a day",17,4.76,272,4.94,4.94,1,424,"Cuauhtémoc","Private room",2,1,1,1125,TRUE,4.94,4.94
"284","86%",TRUE,"Private room in home","a few days or more",77,4.93,274,4.99,4.93,1.5,1000,"Coyoacán","Private room",1,1,1,1125,TRUE,4.93,4.93
"285","100%",TRUE,"Entire rental unit","within a few hours",141,4.88,56,4.93,4.79,2,3800,"Cuauhtémoc","Entire home/apt",4,3,14,180,TRUE,4.79,4.79
"286","94%",FALSE,"Entire rental unit","within an hour",104,4.91,354,4.94,4.73,1,956,"Miguel Hidalgo","Entire home/apt",2,1,2,1125,TRUE,4.73,4.73
"287","99%",TRUE,"Entire serviced apartment","within an hour",58,4.81,175,4.7,4.84,1,1006,"Cuauhtémoc","Entire home/apt",5,5,3,1125,TRUE,4.84,4.84
"288","96%",TRUE,"Entire rental unit","within a few hours",71,4.7,2,4.54,4.75,1,1055,"Miguel Hidalgo","Entire home/apt",6,4,13,120,TRUE,4.75,4.75
"289","100%",TRUE,"Entire loft","within an hour",260,4.96,297,4.92,4.91,1,1543,"Cuauhtémoc","Entire home/apt",4,1,1,1125,TRUE,4.91,4.91
"290","100%",TRUE,"Private room in rental unit","within a few hours",23,4.95,363,4.95,5,1,1100,"Benito Juárez","Private room",2,1,3,30,TRUE,5,5
"291","100%",TRUE,"Entire condo","within an hour",384,4.63,269,4.98,4.76,1,1199,"Cuauhtémoc","Entire home/apt",3,1,2,1125,TRUE,4.76,4.76
"292","100%",TRUE,"Entire rental unit","within an hour",224,4.95,343,4.89,4.91,1,1618,"Cuauhtémoc","Entire home/apt",2,1,7,120,TRUE,4.91,4.91
"293","0%",FALSE,"Private room in rental unit","N/A",0,4.75,365,4.83,4.71,1,454,"Álvaro Obregón","Private room",2,1,1,90,TRUE,4.71,4.71
"294","90%",TRUE,"Entire condo","within an hour",214,4.79,77,4.91,4.81,1,805,"Cuauhtémoc","Entire home/apt",2,1,4,99,TRUE,4.81,4.81
"295","N/A",FALSE,"Private room in home","N/A",0,4.75,364,4.83,4.71,1,4140,"Coyoacán","Private room",3,1,1,365,TRUE,4.71,4.71
"296","77%",TRUE,"Private room in home","within an hour",164,4.79,335,4.97,4.71,1,3071,"Coyoacán","Private room",2,1,1,1125,TRUE,4.71,4.71
"297","0%",TRUE,"Private room in rental unit","within a day",111,4.85,214,4.98,4.95,1,563,"Cuauhtémoc","Private room",1,1,1,1125,TRUE,4.95,4.95
"298","50%",FALSE,"Private room in rental unit","N/A",4,4.5,365,4.75,4.75,1,690,"Benito Juárez","Private room",2,1,2,1125,TRUE,4.75,4.75
"299","98%",TRUE,"Private room in rental unit","within an hour",346,4.55,49,4.91,4.71,1,358,"Cuauhtémoc","Private room",2,1,1,1125,TRUE,4.71,4.71
"300","100%",TRUE,"Entire condo","within an hour",138,4.98,256,4.84,4.93,1,1829,"Cuauhtémoc","Entire home/apt",4,4,7,1125,TRUE,4.93,4.93
"301","100%",TRUE,"Entire rental unit","within an hour",81,4.3,363,4.9,4.51,1,447,"Benito Juárez","Entire home/apt",2,1,3,365,TRUE,4.51,4.51
"302","100%",TRUE,"Entire rental unit","within an hour",317,4.87,308,4.92,4.83,1,1034,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,4.83,4.83
"303","100%",TRUE,"Entire condo","within an hour",105,4.88,79,4.96,4.83,1,896,"Benito Juárez","Entire home/apt",2,1,7,1125,TRUE,4.83,4.83
"304","99%",TRUE,"Entire rental unit","within an hour",33,4.82,344,4.82,4.76,1,1271,"Cuauhtémoc","Entire home/apt",4,2,3,1125,TRUE,4.76,4.76
"305","92%",FALSE,"Entire rental unit","within an hour",86,4.54,365,4.61,4.68,1,672,"Cuauhtémoc","Entire home/apt",6,3,3,1125,TRUE,4.68,4.68
"306","100%",FALSE,"Private room in bed and breakfast","a few days or more",0,4.75,365,4.83,4.71,1,998,"Cuauhtémoc","Private room",2,2,3,15,TRUE,4.71,4.71
"307","100%",TRUE,"Entire rental unit","within an hour",222,4.91,208,4.83,4.84,2.5,1489,"Cuauhtémoc","Entire home/apt",4,2,1,1125,TRUE,4.84,4.84
"308","100%",TRUE,"Private room in home","within an hour",346,4.72,246,4.97,4.87,1,399,"Cuauhtémoc","Private room",2,1,1,1125,TRUE,4.87,4.87
"309","80%",TRUE,"Entire home","within an hour",65,4.88,295,4.94,4.89,2,1111,"Coyoacán","Entire home/apt",3,2,4,1125,TRUE,4.89,4.89
"310","100%",TRUE,"Entire condo","within an hour",412,4.86,297,4.96,4.83,1,2233,"Cuauhtémoc","Entire home/apt",4,2,1,1125,TRUE,4.83,4.83
"311","99%",TRUE,"Entire rental unit","within an hour",88,4.78,332,4.96,4.86,1,880,"Cuauhtémoc","Entire home/apt",3,2,3,1125,TRUE,4.86,4.86
"312","99%",TRUE,"Entire rental unit","within an hour",56,4.75,347,4.98,4.71,1,726,"Cuauhtémoc","Entire home/apt",2,1,2,1125,TRUE,4.71,4.71
"313","35%",TRUE,"Private room in rental unit","within a day",12,4.67,183,5,4.92,1,350,"Cuauhtémoc","Private room",2,1,2,61,TRUE,4.92,4.92
"314","92%",TRUE,"Entire rental unit","N/A",58,4.86,30,4.95,4.88,1,1235,"Cuauhtémoc","Entire home/apt",2,1,3,1125,TRUE,4.88,4.88
"315","0%",FALSE,"Private room in rental unit","within a day",3,5,252,5,5,1,476,"Cuauhtémoc","Private room",2,1,2,1125,TRUE,5,5
"316","100%",TRUE,"Private room in condo","within an hour",8,5,87,4.75,5,1,817,"Cuauhtémoc","Private room",2,1,5,30,TRUE,5,5
"317","38%",TRUE,"Private room in tiny home","within an hour",33,4.59,333,4.84,4.78,1,300,"Tlalpan","Private room",1,1,1,1125,TRUE,4.78,4.78
"318","99%",TRUE,"Entire rental unit","within an hour",47,4.74,345,4.63,4.46,2,2697,"Cuauhtémoc","Entire home/apt",8,4,3,1125,TRUE,4.46,4.46
"319","N/A",TRUE,"Private room in rental unit","N/A",105,4.96,87,5,4.93,1,4798,"Miguel Hidalgo","Private room",1,1,1,3,TRUE,4.93,4.93
"320","99%",TRUE,"Entire condo","within an hour",39,5,0,4.96,4.91,2,2141,"Miguel Hidalgo","Entire home/apt",4,3,2,365,TRUE,4.91,4.91
