,host_acceptance_rate,host_identity_verified,property_type,host_response_time,number_of_reviews,review_scores_cleanliness,availability_365,review_scores_location,review_scores_value,bathrooms_text,price,neighbourhood_cleansed,room_type,accommodates,beds,minimum_nights,maximum_nights,has_availability,review_scores_checkin,review_scores_communication
4982,41%,TRUE,Entire rental unit,within a day,1,1,364,5,2,2,2000.00,Leblon,Entire home/apt,7,4,2,365,TRUE,2,2
4983,100%,FALSE,Entire rental unit,within an hour,19,5,3,5,4.84,1,334.00,Copacabana,Entire home/apt,5,3,2,20,TRUE,4.84,4.84
4984,100%,TRUE,Entire rental unit,within an hour,242,4.78,307,4.92,4.62,1,176.00,Copacabana,Entire home/apt,2,1,3,1125,TRUE,4.62,4.62
4985,46%,TRUE,Private room in home,within an hour,0,4.73,365,4.86,4.68,1,280.00,Barra da Tijuca,Private room,2,1,1,365,TRUE,4.68,4.68
4986,97%,TRUE,Entire rental unit,within an hour,17,4.76,163,5,4.82,2,637.00,Copacabana,Entire home/apt,4,2,2,100,TRUE,4.82,4.82
4987,100%,FALSE,Entire condo,N/A,34,4.62,0,4.97,4.94,2,375.00,Botafogo,Entire home/apt,3,2,1,1125,TRUE,4.94,4.94
4988,N/A,FALSE,Entire rental unit,N/A,15,4.47,34,4.8,4.8,1,241.00,Copacabana,Entire home/apt,4,3,2,60,TRUE,4.8,4.8
4989,59%,TRUE,Entire rental unit,within an hour,2,5,90,5,5,2,500.00,Copacabana,Entire home/apt,5,5,3,365,TRUE,5,5
4990,98%,TRUE,Entire rental unit,within an hour,18,4.94,180,5,4.83,1,306.00,Copacabana,Entire home/apt,4,1,3,365,TRUE,4.83,4.83
4991,100%,TRUE,Entire rental unit,within an hour,99,4.97,38,4.94,4.86,2.5,205.00,Copacabana,Entire home/apt,4,3,2,1125,TRUE,4.86,4.86
4992,80%,TRUE,Entire condo,within an hour,9,4.89,332,5,4.89,1,156.00,Copacabana,Entire home/apt,4,2,3,365,TRUE,4.89,4.89
4993,100%,FALSE,Entire rental unit,N/A,2,5,0,5,4.5,1,300.00,Laranjeiras,Entire home/apt,2,1,4,10,TRUE,4.5,4.5
4994,N/A,TRUE,Entire rental unit,N/A,78,4.71,6,4.78,4.74,1,120.00,Copacabana,Entire home/apt,2,1,2,1125,TRUE,4.74,4.74
4995,100%,FALSE,Entire rental unit,within a day,5,5,0,5,5,1,414.00,Copacabana,Entire home/apt,5,2,3,14,FALSE,5,5
4996,86%,TRUE,Entire condo,within a few hours,25,4.64,62,4.96,4.64,2.5,1000.00,Copacabana,Entire home/apt,4,2,4,30,TRUE,4.64,4.64
4997,91%,TRUE,Entire rental unit,within an hour,7,5,219,4.86,5,2.5,548.00,Copacabana,Entire home/apt,6,4,3,90,TRUE,5,5
4998,88%,TRUE,Entire rental unit,within an hour,52,4.98,239,4.88,4.85,1,155.00,Copacabana,Entire home/apt,2,5,3,8,TRUE,4.85,4.85
4999,5%,TRUE,Entire rental unit,within a few hours,0,4.73,300,4.86,4.68,1,212.00,Copacabana,Entire home/apt,3,1,1,365,TRUE,4.68,4.68
5000,100%,TRUE,Entire rental unit,within an hour,147,4.78,30,4.95,4.71,2,225.00,Copacabana,Entire home/apt,5,4,15,420,TRUE,4.71,4.71
5001,77%,TRUE,Entire rental unit,within a day,1,5,121,5,5,1,250.00,Copacabana,Entire home/apt,4,2,5,90,TRUE,5,5
5002,69%,TRUE,Entire serviced apartment,within an hour,7,5,0,5,4.71,1,350.00,Barra da Tijuca,Entire home/apt,3,2,4,1125,TRUE,4.71,4.71
5003,N/A,TRUE,Entire vacation home,N/A,14,4.93,303,4.93,4.79,2,480.00,Copacabana,Entire home/apt,6,3,2,365,TRUE,4.79,4.79
5004,92%,TRUE,Entire rental unit,within an hour,7,5,80,5,5,2,300.00,Copacabana,Entire home/apt,4,3,4,365,TRUE,5,5
5005,96%,TRUE,Entire rental unit,within an hour,1,5,0,4,4,2.5,4158.00,Ipanema,Entire home/apt,8,4,3,365,TRUE,4,4
5006,96%,TRUE,Entire rental unit,within an hour,0,4.73,0,4.86,4.68,2,1193.00,Ipanema,Entire home/apt,4,2,5,1125,TRUE,4.68,4.68
5007,80%,TRUE,Entire rental unit,N/A,17,4.65,0,4.94,4.65,1,199.00,Glória,Entire home/apt,2,2,3,60,TRUE,4.65,4.65
5008,69%,TRUE,Private room in serviced apartment,within an hour,1,5,0,5,5,1,280.00,Barra da Tijuca,Private room,2,1,4,200,TRUE,5,5
5009,N/A,TRUE,Private room in condo,N/A,0,4.73,0,4.86,4.68,1.5,800.00,São Conrado,Private room,4,2,7,7,TRUE,4.68,4.68
5010,96%,TRUE,Entire rental unit,within an hour,0,4.73,0,4.86,4.68,1,1992.00,Ipanema,Entire home/apt,2,1,3,365,TRUE,4.68,4.68
5011,0%,FALSE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,1,1150.00,Copacabana,Entire home/apt,4,1,1,365,FALSE,4.68,4.68
5012,100%,FALSE,Entire condo,N/A,2,5,0,5,5,2,1395.00,Recreio dos Bandeirantes,Entire home/apt,4,3,1,7,TRUE,5,5
5013,100%,TRUE,Entire rental unit,within a few hours,57,4.91,94,5,4.86,1,409.00,Barra da Tijuca,Entire home/apt,4,2,3,15,TRUE,4.86,4.86
5014,100%,TRUE,Entire loft,within an hour,17,4.35,0,5,4.53,1,200.00,Copacabana,Entire home/apt,4,1,1,365,TRUE,4.53,4.53
5015,96%,TRUE,Entire rental unit,within an hour,0,4.73,0,4.86,4.68,4,1637.00,Flamengo,Entire home/apt,6,3,3,1125,TRUE,4.68,4.68
5016,94%,TRUE,Entire condo,within an hour,9,4.89,357,4.89,5,1,200.00,Anil,Entire home/apt,4,2,2,60,TRUE,5,5
5017,86%,TRUE,Entire loft,within a few hours,6,5,0,4.83,4.83,1,180.00,Centro,Entire home/apt,4,2,2,15,TRUE,4.83,4.83
5018,0%,TRUE,Private room in rental unit,within a few hours,4,5,0,3.75,4.5,1,108.00,Engenho Novo,Private room,2,1,2,1125,TRUE,4.5,4.5
5019,100%,TRUE,Entire rental unit,within an hour,6,4.83,0,5,5,1.5,550.00,Leme,Entire home/apt,4,2,2,365,TRUE,5,5
5020,67%,TRUE,Entire home,within an hour,0,4.73,365,4.86,4.68,7,4321.00,Barra da Tijuca,Entire home/apt,12,6,2,365,TRUE,4.68,4.68
5021,87%,TRUE,Entire home,within an hour,4,3.75,364,3.75,3.75,1,80.00,Engenho Novo,Entire home/apt,3,1,2,1125,TRUE,3.75,3.75
5022,77%,TRUE,Entire home,within a few hours,4,4.75,87,4.75,5,3,129.00,Jardim Guanabara,Entire home/apt,4,3,2,21,TRUE,5,5
5023,89%,TRUE,Entire rental unit,a few days or more,8,5,65,4.88,4.88,1,500.00,Barra da Tijuca,Entire home/apt,3,3,3,1125,TRUE,4.88,4.88
5024,0%,TRUE,Entire rental unit,within a day,0,4.73,176,4.86,4.68,1,500.00,Cachambi,Entire home/apt,2,1,2,1125,TRUE,4.68,4.68
5025,100%,TRUE,Entire villa,within an hour,0,4.73,293,4.86,4.68,2,1000.00,Campo Grande,Entire home/apt,10,4,2,365,TRUE,4.68,4.68
5026,100%,TRUE,Private room in rental unit,within an hour,17,4.12,90,3.41,4.29,1,110.00,Centro,Private room,2,1,2,365,TRUE,4.29,4.29
5027,84%,TRUE,Entire condo,within a few hours,2,5,365,5,5,1,829.00,Barra da Tijuca,Entire home/apt,4,1,3,365,TRUE,5,5
5028,40%,TRUE,Private room in rental unit,within a few hours,7,4.71,350,5,4.86,1,200.00,Ipanema,Private room,2,2,2,1125,TRUE,4.86,4.86
5029,96%,TRUE,Entire rental unit,within an hour,14,4.79,342,5,4.64,2,801.00,Ipanema,Entire home/apt,5,3,30,1125,TRUE,4.64,4.64
5030,N/A,FALSE,Entire rental unit,N/A,62,4.92,88,4.92,4.92,3,244.00,Recreio dos Bandeirantes,Entire home/apt,6,5,2,90,TRUE,4.92,4.92
5031,33%,TRUE,Private room in rental unit,N/A,5,5,5,5,5,2,80.00,Tijuca,Private room,4,1,1,1125,TRUE,5,5
5032,67%,TRUE,Private room in rental unit,N/A,2,5,364,5,5,1,160.00,Tijuca,Private room,2,2,2,5,TRUE,5,5
5033,100%,TRUE,Entire home,N/A,3,5,177,4.67,5,1,500.00,Alto da Boa Vista,Entire home/apt,4,3,2,365,TRUE,5,5
5034,N/A,FALSE,Entire rental unit,N/A,0,4.73,362,4.86,4.68,2.5,1000.00,Barra da Tijuca,Entire home/apt,6,3,7,30,TRUE,4.68,4.68
5035,100%,TRUE,Private room in rental unit,within a few hours,2,5,338,5,5,1,75.00,Vila Isabel,Private room,1,1,1,365,TRUE,5,5
5036,100%,TRUE,Entire rental unit,within an hour,10,4.7,146,5,4.9,2,350.00,Barra da Tijuca,Entire home/apt,4,3,3,90,TRUE,4.9,4.9
5037,100%,FALSE,Entire rental unit,within a few hours,26,4.84,348,5,4.88,1,350.00,Leblon,Entire home/apt,4,3,2,30,TRUE,4.88,4.88
5038,88%,TRUE,Entire rental unit,within a day,27,4.96,226,4.48,4.89,1,134.00,Centro,Entire home/apt,4,2,2,45,TRUE,4.89,4.89
5039,88%,TRUE,Entire guest suite,within an hour,16,5,365,4.69,4.81,1,350.00,Barra da Tijuca,Entire home/apt,2,1,3,7,TRUE,4.81,4.81
5040,90%,TRUE,Entire rental unit,within an hour,7,5,172,5,5,3,1000.00,Leme,Entire home/apt,6,4,5,365,TRUE,5,5
5041,98%,TRUE,Entire rental unit,within an hour,26,4.96,51,4.96,4.92,1,250.00,Jacarepaguá,Entire home/apt,3,1,2,1125,TRUE,4.92,4.92
5042,93%,TRUE,Entire rental unit,within an hour,2,5,332,5,3.5,1,250.00,Encantado,Entire home/apt,3,3,1,365,TRUE,3.5,3.5
5043,100%,TRUE,Entire condo,within an hour,207,4.92,47,4.97,4.81,3,486.00,Barra da Tijuca,Entire home/apt,6,3,3,30,TRUE,4.81,4.81
5044,0%,TRUE,Private room in rental unit,N/A,1,4,365,5,5,1,500.00,Jacarepaguá,Private room,2,1,2,1125,TRUE,5,5
5045,50%,TRUE,Entire condo,within a day,1,5,365,5,4,1,329.00,Barra da Tijuca,Entire home/apt,2,1,3,1125,TRUE,4,4
5046,100%,TRUE,Private room in rental unit,N/A,1,5,362,5,5,1,180.00,Tijuca,Private room,2,2,2,60,TRUE,5,5
5047,57%,TRUE,Entire home,within a few hours,1,5,364,5,3,3,1429.00,Recreio dos Bandeirantes,Entire home/apt,6,4,2,1125,TRUE,3,3
5048,100%,FALSE,Entire home,within an hour,0,4.73,364,4.86,4.68,1,100.00,Engenho de Dentro,Entire home/apt,6,5,7,90,TRUE,4.68,4.68
5049,58%,TRUE,Entire rental unit,within a few hours,16,4.94,89,4.88,4.88,1,170.00,Tijuca,Entire home/apt,4,2,1,7,TRUE,4.88,4.88
5050,98%,FALSE,Private room in home,within an hour,1,4,365,4,5,1,150.00,Rio Comprido,Private room,2,1,1,365,TRUE,5,5
5051,N/A,FALSE,Entire rental unit,N/A,0,4.73,89,4.86,4.68,2,1500.00,Tijuca,Entire home/apt,8,3,20,35,TRUE,4.68,4.68
5052,57%,TRUE,Entire rental unit,a few days or more,1,5,164,5,5,2,250.00,Tijuca,Entire home/apt,5,4,4,1125,TRUE,5,5
5053,N/A,TRUE,Entire rental unit,N/A,5,5,28,5,4.8,1,126.00,Copacabana,Entire home/apt,3,3,3,56,TRUE,4.8,4.8
5054,100%,TRUE,Entire rental unit,within an hour,78,4.86,247,4.74,4.79,1,104.00,Santa Teresa,Entire home/apt,2,NA,2,1125,TRUE,4.79,4.79
5055,N/A,TRUE,Entire rental unit,N/A,8,4.88,331,5,4.75,3.5,861.00,Copacabana,Entire home/apt,8,1,1,1125,TRUE,4.75,4.75
5056,100%,FALSE,Entire condo,within an hour,27,4.56,249,4.85,4.74,2.5,220.00,Barra da Tijuca,Entire home/apt,6,5,3,1125,TRUE,4.74,4.74
5057,100%,TRUE,Entire rental unit,within a day,75,4.91,142,4.87,4.76,1,229.00,Barra da Tijuca,Entire home/apt,4,2,4,60,TRUE,4.76,4.76
5058,100%,FALSE,Entire rental unit,N/A,2,5,118,5,5,3,1200.00,Gávea,Entire home/apt,4,2,4,15,TRUE,5,5
5059,N/A,TRUE,Room in hotel,N/A,0,4.73,364,4.86,4.68,1,200.00,Camorim,Private room,2,2,1,365,TRUE,4.68,4.68
5060,96%,TRUE,Entire rental unit,within an hour,0,4.73,330,4.86,4.68,4,916.00,Ipanema,Entire home/apt,6,3,5,365,TRUE,4.68,4.68
5061,41%,TRUE,Entire rental unit,within a day,11,4.8,121,5,4.9,1,140.00,Copacabana,Entire home/apt,4,3,3,90,TRUE,4.9,4.9
5062,57%,TRUE,Entire rental unit,within a day,7,5,222,5,4.86,5.5,5973.00,Copacabana,Entire home/apt,10,5,4,30,TRUE,4.86,4.86
5063,100%,TRUE,Entire rental unit,within an hour,19,4.79,46,5,4.89,3,1051.00,Leblon,Entire home/apt,7,5,3,30,TRUE,4.89,4.89
5064,83%,TRUE,Entire rental unit,within an hour,5,5,0,5,5,1,660.00,Ipanema,Entire home/apt,5,2,2,365,TRUE,5,5
5065,97%,TRUE,Entire condo,within an hour,16,4.81,258,5,4.44,2,900.00,Ipanema,Entire home/apt,4,3,2,90,TRUE,4.44,4.44
5066,0%,TRUE,Private room in condo,within a few hours,0,4.73,132,4.86,4.68,1,197.00,Copacabana,Private room,2,2,1,30,TRUE,4.68,4.68
5067,99%,TRUE,Private room in bed and breakfast,within an hour,8,4.88,114,4.88,4.88,1.5,277.00,Copacabana,Private room,2,1,1,29,TRUE,4.88,4.88
5068,67%,TRUE,Entire rental unit,N/A,14,4.71,89,5,4.71,2,1379.00,Ipanema,Entire home/apt,7,7,2,90,TRUE,4.71,4.71
5069,0%,FALSE,Entire home,N/A,0,4.73,365,4.86,4.68,1,500.00,Botafogo,Entire home/apt,2,3,3,3,TRUE,4.68,4.68
5070,96%,TRUE,Entire rental unit,within an hour,11,4.64,319,4.91,4.55,3,1101.00,Ipanema,Entire home/apt,7,4,5,1125,TRUE,4.55,4.55
5071,N/A,TRUE,Entire rental unit,N/A,109,4.91,37,4.93,4.75,1.5,284.00,Ipanema,Entire home/apt,3,3,5,190,TRUE,4.75,4.75
5072,69%,TRUE,Entire rental unit,within an hour,0,4.73,365,4.86,4.68,2,1999.00,Leme,Entire home/apt,6,3,3,365,TRUE,4.68,4.68
5073,100%,TRUE,Entire serviced apartment,N/A,9,4.33,87,4.89,4.22,1,438.00,Leblon,Entire home/apt,3,2,3,60,TRUE,4.22,4.22
5074,33%,TRUE,Private room in rental unit,a few days or more,22,4.77,177,4.95,4.62,1,114.00,Copacabana,Private room,2,1,5,90,TRUE,4.62,4.62
5075,99%,TRUE,Entire rental unit,within an hour,97,4.85,5,4.83,4.91,2,290.00,Jacarepaguá,Entire home/apt,5,2,2,1125,TRUE,4.91,4.91
5076,97%,TRUE,Entire rental unit,within an hour,62,4.94,205,4.97,4.92,1,353.00,Copacabana,Entire home/apt,6,5,2,365,TRUE,4.92,4.92
5077,100%,TRUE,Private room in home,N/A,2,3.5,0,5,5,1,250.00,Centro,Private room,2,1,7,1125,TRUE,5,5
5078,100%,TRUE,Entire rental unit,within an hour,7,3.86,364,4.14,4,1,200.00,Centro,Entire home/apt,4,1,1,365,TRUE,4,4
5079,100%,FALSE,Entire rental unit,within an hour,2,4,365,2,2.5,1,130.00,Jacarepaguá,Entire home/apt,5,5,1,365,TRUE,2.5,2.5
5080,N/A,TRUE,Private room in condo,N/A,0,4.73,365,4.86,4.68,1,400.00,Anil,Private room,1,2,1,365,TRUE,4.68,4.68
5081,67%,FALSE,Entire home,N/A,4,4.5,365,4.5,3.75,1,310.00,Santa Teresa,Entire home/apt,4,3,3,1125,TRUE,3.75,3.75
5082,92%,TRUE,Entire rental unit,within an hour,75,4.59,101,4.92,4.84,1,117.00,Copacabana,Entire home/apt,4,NA,3,7,TRUE,4.84,4.84
5083,100%,FALSE,Entire condo,N/A,1,5,85,5,5,1,1300.00,Jacarepaguá,Entire home/apt,5,2,1,7,TRUE,5,5
5084,95%,TRUE,Entire loft,within a few hours,46,4.91,190,4.98,4.89,1,141.00,Botafogo,Entire home/apt,3,2,3,90,TRUE,4.89,4.89
5085,100%,TRUE,Private room in rental unit,N/A,1,5,0,5,5,1,464.00,Leblon,Private room,2,1,3,12,TRUE,5,5
5086,75%,FALSE,Private room in rental unit,N/A,9,5,365,5,4.75,1,400.00,Jacarepaguá,Private room,2,2,1,30,TRUE,4.75,4.75
5087,87%,TRUE,Entire rental unit,within a few hours,1,2,0,5,2,3,667.00,Ipanema,Entire home/apt,6,5,1,1125,TRUE,2,2
5088,100%,TRUE,Entire home,within an hour,18,4.38,131,5,4.38,1,535.00,Urca,Entire home/apt,6,4,5,180,TRUE,4.38,4.38
5089,82%,TRUE,Entire rental unit,within an hour,1,5,364,5,3,2,1200.00,Leblon,Entire home/apt,4,2,2,7,TRUE,3,3
5090,41%,TRUE,Entire rental unit,within a day,1,5,351,5,4,1,507.00,Leblon,Entire home/apt,4,4,1,1125,TRUE,4,4
5091,100%,TRUE,Entire serviced apartment,within an hour,48,4.81,339,4.98,4.5,1,571.00,Leblon,Entire home/apt,4,3,2,365,TRUE,4.5,4.5
5092,100%,TRUE,Entire rental unit,within an hour,0,4.73,91,4.86,4.68,1,192.00,Copacabana,Entire home/apt,2,1,4,365,TRUE,4.68,4.68
5093,96%,TRUE,Entire rental unit,within an hour,4,5,268,5,5,3,726.00,Ipanema,Entire home/apt,4,2,5,1125,TRUE,5,5
5094,95%,TRUE,Entire rental unit,within a few hours,20,4.85,222,4.95,4.7,1,140.00,Botafogo,Entire home/apt,2,1,3,1125,TRUE,4.7,4.7
5095,94%,TRUE,Entire condo,within an hour,7,4.14,353,4.86,4.29,3,800.00,Copacabana,Entire home/apt,16,16,5,91,TRUE,4.29,4.29
5096,5%,TRUE,Entire serviced apartment,within a few hours,0,4.73,258,4.86,4.68,1,171.00,Copacabana,Entire home/apt,4,1,4,365,TRUE,4.68,4.68
5097,87%,TRUE,Entire rental unit,within an hour,12,4.67,81,4.92,4.33,2,542.00,Ipanema,Entire home/apt,4,2,4,90,TRUE,4.33,4.33
5098,0%,TRUE,Entire rental unit,a few days or more,2,5,56,5,5,1,120.00,Copacabana,Entire home/apt,4,1,3,30,TRUE,5,5
5099,100%,TRUE,Private room in rental unit,within an hour,18,4.89,0,5,4.83,1,150.00,Leblon,Private room,1,1,2,1125,TRUE,4.83,4.83
5100,100%,TRUE,Private room in rental unit,within a few hours,11,4.91,98,4.91,5,1,126.00,Ipanema,Private room,2,2,2,365,TRUE,5,5
5101,96%,TRUE,Entire rental unit,within an hour,13,4.85,60,4.23,4.69,1,136.00,Recreio dos Bandeirantes,Entire home/apt,3,2,4,12,TRUE,4.69,4.69
5102,100%,FALSE,Private room in rental unit,N/A,0,4.73,0,4.86,4.68,2,836.00,Recreio dos Bandeirantes,Private room,3,2,1,1125,FALSE,4.68,4.68
5103,99%,TRUE,Entire condo,within an hour,26,4.92,133,5,4.88,1,629.00,Leblon,Entire home/apt,4,1,1,365,TRUE,4.88,4.88
5104,N/A,TRUE,Entire home,N/A,0,4.73,328,4.86,4.68,5,11937.00,Copacabana,Entire home/apt,10,7,3,30,TRUE,4.68,4.68
5105,100%,FALSE,Entire guest suite,within a few hours,74,4.9,71,4.93,4.77,1,129.00,Botafogo,Entire home/apt,2,1,3,30,TRUE,4.77,4.77
5106,N/A,FALSE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,3,1819.00,Jacarepaguá,Entire home/apt,5,4,7,30,FALSE,4.68,4.68
5107,100%,TRUE,Entire rental unit,within an hour,4,5,85,5,5,1,269.00,Leblon,Entire home/apt,2,1,2,365,TRUE,5,5
5108,N/A,FALSE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,2,1914.00,Recreio dos Bandeirantes,Entire home/apt,4,2,7,47,FALSE,4.68,4.68
5109,N/A,FALSE,Entire rental unit,N/A,0,4.73,0,4.86,4.68,1,700.00,Camorim,Entire home/apt,6,2,15,15,FALSE,4.68,4.68
5110,86%,TRUE,Entire rental unit,within an hour,1,5,0,5,5,2.5,399.00,Ipanema,Entire home/apt,4,4,4,1125,TRUE,5,5
5111,N/A,FALSE,Entire rental unit,N/A,0,4.73,146,4.86,4.68,1,1000.00,Copacabana,Entire home/apt,2,1,4,10,TRUE,4.68,4.68
5112,100%,TRUE,Entire rental unit,within an hour,168,4.71,110,4.98,4.77,1,343.00,Leblon,Entire home/apt,4,1,3,1125,TRUE,4.77,4.77
5113,95%,TRUE,Entire rental unit,within a few hours,138,4.77,319,4.99,4.8,2,443.00,Leblon,Entire home/apt,6,5,3,1125,TRUE,4.8,4.8
5114,96%,TRUE,Entire rental unit,within an hour,3,4.33,329,4.67,4,2,916.00,Ipanema,Entire home/apt,4,2,3,1125,TRUE,4,4
5115,100%,TRUE,Entire rental unit,within an hour,13,4.85,83,5,4.77,1,280.00,Copacabana,Entire home/apt,5,4,4,90,TRUE,4.77,4.77
5116,90%,TRUE,Entire rental unit,within a few hours,23,4.96,335,5,5,1,240.00,Copacabana,Entire home/apt,4,2,4,1125,TRUE,5,5
5117,100%,TRUE,Entire rental unit,within an hour,189,4.89,185,4.95,4.72,2,424.00,Leblon,Entire home/apt,4,3,2,1125,TRUE,4.72,4.72
5118,100%,TRUE,Entire rental unit,within an hour,9,5,352,5,4.78,1,274.00,Leblon,Entire home/apt,3,2,3,365,TRUE,4.78,4.78
5119,90%,TRUE,Entire loft,within an hour,35,4.97,261,4.91,4.74,1,950.00,Leblon,Entire home/apt,2,2,5,90,TRUE,4.74,4.74
5120,95%,TRUE,Entire rental unit,within a day,22,4.77,151,4.91,4.91,2,514.00,Ipanema,Entire home/apt,5,3,3,30,TRUE,4.91,4.91
5121,83%,TRUE,Entire rental unit,within an hour,1,5,187,5,5,1.5,294.00,Copacabana,Entire home/apt,4,3,2,365,TRUE,5,5
5122,96%,TRUE,Entire rental unit,within a few hours,2,5,55,5,5,1,220.00,Copacabana,Entire home/apt,3,2,3,365,TRUE,5,5
5123,100%,TRUE,Entire rental unit,within an hour,9,4.67,70,5,4.89,1,705.00,Leblon,Entire home/apt,4,3,2,30,TRUE,4.89,4.89
5124,77%,TRUE,Entire rental unit,within a day,2,4.5,71,5,5,1,230.00,Copacabana,Entire home/apt,4,2,5,90,TRUE,5,5
5125,98%,TRUE,Entire rental unit,within an hour,6,5,216,4.67,4.67,1,414.00,Ipanema,Entire home/apt,2,1,2,365,TRUE,4.67,4.67
5126,0%,TRUE,Entire rental unit,N/A,30,5,50,5,4.88,1,926.00,Ipanema,Entire home/apt,2,2,2,16,TRUE,4.88,4.88
5127,94%,TRUE,Private room in rental unit,within a few hours,29,5,79,5,4.97,1,100.00,Copacabana,Private room,2,2,3,1125,TRUE,4.97,4.97
5128,99%,FALSE,Entire rental unit,within an hour,6,5,145,5,4.83,1,264.00,Leblon,Entire home/apt,4,1,3,365,TRUE,4.83,4.83
5129,100%,TRUE,Entire loft,within an hour,134,4.82,229,4.95,4.78,1,216.00,Copacabana,Entire home/apt,4,2,1,1125,TRUE,4.78,4.78
5130,100%,TRUE,Entire rental unit,within an hour,2,5,89,5,5,1,294.00,Leblon,Entire home/apt,4,1,2,29,TRUE,5,5
5131,96%,TRUE,Entire rental unit,within an hour,3,5,319,5,4.33,1,694.00,Ipanema,Entire home/apt,2,1,5,1125,TRUE,4.33,4.33
5132,92%,FALSE,Entire loft,within an hour,35,4.8,87,4.97,4.83,1,450.00,Recreio dos Bandeirantes,Entire home/apt,4,2,2,12,TRUE,4.83,4.83
5133,67%,TRUE,Entire rental unit,within a day,0,4.73,188,4.86,4.68,1.5,285.00,Copacabana,Entire home/apt,2,1,3,365,TRUE,4.68,4.68
5134,64%,FALSE,Entire rental unit,within a few hours,6,5,345,5,5,1,243.00,Ipanema,Entire home/apt,2,1,3,30,TRUE,5,5
5135,98%,TRUE,Entire rental unit,within an hour,3,5,262,5,5,1,421.00,Ipanema,Entire home/apt,2,1,2,365,TRUE,5,5
5136,100%,TRUE,Entire condo,within an hour,163,4.93,278,4.92,4.73,4,1298.00,Ipanema,Entire home/apt,8,4,2,90,TRUE,4.73,4.73
5137,80%,TRUE,Entire rental unit,within an hour,41,4.61,359,4.73,4.51,1,401.00,Copacabana,Entire home/apt,2,1,5,20,TRUE,4.51,4.51
5138,94%,TRUE,Entire rental unit,within an hour,54,4.87,170,4.96,4.81,1,267.00,Copacabana,Entire home/apt,4,2,1,1125,TRUE,4.81,4.81
5139,100%,TRUE,Entire rental unit,within an hour,20,4.8,55,5,4.8,1,629.00,Leblon,Entire home/apt,4,1,3,40,TRUE,4.8,4.8
5140,79%,FALSE,Entire rental unit,within a few hours,1,5,364,5,5,1.5,850.00,Botafogo,Entire home/apt,2,1,3,365,TRUE,5,5
5141,N/A,FALSE,Private room in rental unit,N/A,0,4.73,362,4.86,4.68,1,750.00,Copacabana,Private room,1,1,30,1125,TRUE,4.68,4.68
5142,100%,TRUE,Entire rental unit,within an hour,3,4.67,162,5,4.67,1,207.00,Leblon,Entire home/apt,4,2,2,365,TRUE,4.67,4.67
5143,50%,TRUE,Private room in rental unit,a few days or more,0,4.73,0,4.86,4.68,1,350.00,Ipanema,Private room,2,1,7,180,TRUE,4.68,4.68
5144,98%,TRUE,Entire rental unit,within an hour,62,4.68,37,4.98,4.6,1,232.00,Ipanema,Entire home/apt,2,1,1,1125,TRUE,4.6,4.6
5145,N/A,TRUE,Entire rental unit,N/A,2,3,178,5,3.5,1,400.00,Barra da Tijuca,Entire home/apt,4,2,5,31,TRUE,3.5,3.5
5146,69%,TRUE,Entire rental unit,within a few hours,1,5,179,5,5,1,257.00,Copacabana,Entire home/apt,2,2,6,90,TRUE,5,5
5147,0%,TRUE,Entire rental unit,a few days or more,0,4.73,349,4.86,4.68,2,1586.00,Leblon,Entire home/apt,4,2,2,365,TRUE,4.68,4.68
5148,99%,FALSE,Entire rental unit,within an hour,2,5,361,5,5,2.5,814.00,Ipanema,Entire home/apt,8,6,2,365,TRUE,5,5
5149,96%,TRUE,Entire rental unit,within an hour,0,4.73,111,4.86,4.68,1,348.00,Ipanema,Entire home/apt,2,1,5,1125,TRUE,4.68,4.68
5150,100%,TRUE,Entire rental unit,N/A,4,5,316,5,5,1,1000.00,Ipanema,Entire home/apt,3,1,3,30,TRUE,5,5
5151,93%,TRUE,Entire condo,within a few hours,163,4.54,145,4.88,4.64,3,693.00,Copacabana,Entire home/apt,12,6,2,1125,TRUE,4.64,4.64
5152,100%,TRUE,Entire rental unit,within an hour,58,4.84,74,4.96,4.79,1,255.00,Leblon,Entire home/apt,4,3,3,180,TRUE,4.79,4.79
5153,96%,TRUE,Entire rental unit,within an hour,2,5,342,5,4.5,2,1041.00,Leblon,Entire home/apt,5,3,90,1125,TRUE,4.5,4.5
5154,99%,TRUE,Private room in villa,within a day,21,4.76,127,4.71,4.71,1,97.00,Santa Teresa,Private room,2,1,1,90,TRUE,4.71,4.71
5155,33%,TRUE,Private room in rental unit,N/A,3,4.33,365,4,4.33,1,180.00,Tijuca,Private room,1,1,2,1125,TRUE,4.33,4.33
5156,100%,TRUE,Entire rental unit,a few days or more,0,4.73,365,4.86,4.68,4.5,999.00,Cordovil,Entire home/apt,10,5,3,365,TRUE,4.68,4.68
5157,100%,TRUE,Entire home,within an hour,10,4.9,365,4.9,4.8,1,400.00,Campo Grande,Entire home/apt,4,2,2,1125,TRUE,4.8,4.8
5158,100%,TRUE,Private room in home,within an hour,14,4.93,70,4.21,4.79,2,149.00,Santa Teresa,Private room,3,3,1,30,TRUE,4.79,4.79
